Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),Air pore space (%),Clay %,exposure time,Iron and Steel Type,Pipe Diameter (inches),Loss Oz/ft2
110,5.3,32,15.5,53.1,7.16,Open Hearth iron,3,1.4
110,5.3,32,15.5,53.1,8.12,Open Hearth iron,3,1.46
110,5.3,32,15.5,53.1,9.22,Open Hearth iron,3,1.66
110,5.3,32,15.5,53.1,10.27,Open Hearth iron,3,1.83
110,5.3,32,15.5,53.1,11.22,Open Hearth iron,3,1.93
98.73,5.56,29.17,18.1,47.28,10.46,Open Hearth iron,3,1.74
59.69,6.46,19.37,27.1,27.14,5.46,Open Hearth iron,3,0.84
31.9,7.1,12.4,33.5,12.8,2.22,Open Hearth iron,3,0.39
31.9,7.1,12.4,33.5,12.8,3.32,Open Hearth iron,3,1.04
31.9,7.1,12.4,33.5,12.8,4.4,Open Hearth iron,3,1.69
31.9,7.1,12.4,33.5,12.8,5.45,Open Hearth iron,3,2.34
31.9,7.1,12.4,33.5,12.8,6.46,Open Hearth iron,3,2.51
31.9,7.1,12.4,33.5,12.8,7.36,Open Hearth iron,3,1.51
31.9,7.1,12.4,33.5,12.8,8.59,Open Hearth iron,3,1.2
31.9,7.1,12.4,33.5,12.8,10.64,Open Hearth iron,3,2.6
31.9,7.1,12.4,33.5,12.8,12.87,Open Hearth iron,3,3.77
31.9,7.1,12.4,33.5,12.8,15.57,Open Hearth iron,3,4.37
27.77,7.44,13.73,33.64,12.32,15.28,Open Hearth iron,3,4.76
13.27,8.64,18.37,34.14,10.62,7.48,Open Hearth iron,3,4.61
2.9,9.5,21.7,34.5,9.4,2.23,Open Hearth iron,3,4.19
2.9,9.5,21.7,34.5,9.4,3.38,Open Hearth iron,3,3.09
2.9,9.5,21.7,34.5,9.4,4.44,Open Hearth iron,3,2.84
2.9,9.5,21.7,34.5,9.4,5.29,Open Hearth iron,3,4.74
7.47,9.03,21.06,31.65,10.04,5.22,Open Hearth iron,3,5.31
23.62,7.38,18.81,21.61,12.29,2.82,Open Hearth iron,3,2.51
35.2,6.2,17.2,14.4,13.9,1.48,Open Hearth iron,3,0.74
35.2,6.2,17.2,14.4,13.9,2.83,Open Hearth iron,3,1.59
35.2,6.2,17.2,14.4,13.9,4.08,Open Hearth iron,3,2.34
35.2,6.2,17.2,14.4,13.9,5.08,Open Hearth iron,3,2.84
35.2,6.2,17.2,14.4,13.9,6.07,Open Hearth iron,3,2.99
35.2,6.2,17.2,14.4,13.9,7.02,Open Hearth iron,3,2.24
35.2,6.2,17.2,14.4,13.9,8.01,Open Hearth iron,3,2.02
35.2,6.2,17.2,14.4,13.9,9.11,Open Hearth iron,3,3.17
35.2,6.2,17.2,14.4,13.9,10.17,Open Hearth iron,3,4.04
35.2,6.2,17.2,14.4,13.9,11.12,Open Hearth iron,3,4.19
30.96,6.38,22.4,13.18,21.8,10.43,Open Hearth iron,3,4.02
15.81,7.03,40.99,8.84,50.04,5.53,Open Hearth iron,3,3.02
4.89,7.5,54.4,5.7,70.4,2.28,Open Hearth iron,3,2.45
4.89,7.5,54.4,5.7,70.4,3.28,Open Hearth iron,3,3
4.89,7.5,54.4,5.7,70.4,4.26,Open Hearth iron,3,3.72
4.89,7.5,54.4,5.7,70.4,5.21,Open Hearth iron,3,4.87
4.89,7.5,54.4,5.7,70.4,6.19,Open Hearth iron,3,5.7
4.89,7.5,54.4,5.7,70.4,7.24,Open Hearth iron,3,5.7
4.89,7.5,54.4,5.7,70.4,8.55,Open Hearth iron,3,6.05
4.89,7.5,54.4,5.7,70.4,10.55,Open Hearth iron,3,7.3
4.89,7.5,54.4,5.7,70.4,12.77,Open Hearth iron,3,9.28
4.89,7.5,54.4,5.7,70.4,15.57,Open Hearth iron,3,13.18
15.65,7.07,49.96,6.57,64.34,15.45,Open Hearth iron,3,14.11
54.65,5.52,33.86,9.72,42.4,7.65,Open Hearth iron,3,7.26
82.9,4.4,22.2,12,26.5,2.28,Open Hearth iron,3,2.4
82.9,4.4,22.2,12,26.5,3.28,Open Hearth iron,3,2.75
82.9,4.4,22.2,12,26.5,4.27,Open Hearth iron,3,3.21
82.9,4.4,22.2,12,26.5,5.27,Open Hearth iron,3,3.96
82.9,4.4,22.2,12,26.5,6.26,Open Hearth iron,3,4.51
82.9,4.4,22.2,12,26.5,7.21,Open Hearth iron,3,4.56
82.9,4.4,22.2,12,26.5,8.19,Open Hearth iron,3,4.82
82.9,4.4,22.2,12,26.5,9.24,Open Hearth iron,3,5.62
82.9,4.4,22.2,12,26.5,10.27,Open Hearth iron,3,6.39
82.9,4.4,22.2,12,26.5,11.27,Open Hearth iron,3,7.09
79.75,4.41,23.37,10.97,29.93,10.53,Open Hearth iron,3,6.77
68.21,4.46,27.67,7.17,42.53,5.13,Open Hearth iron,3,3.72
59.8,4.5,30.8,4.4,51.7,1.55,Open Hearth iron,3,1.76
59.8,4.5,30.8,4.4,51.7,2.85,Open Hearth iron,3,2.71
59.8,4.5,30.8,4.4,51.7,4.08,Open Hearth iron,3,3.77
59.8,4.5,30.8,4.4,51.7,5.13,Open Hearth iron,3,5.12
59.8,4.5,30.8,4.4,51.7,6.14,Open Hearth iron,3,6.22
59.8,4.5,30.8,4.4,51.7,7.04,Open Hearth iron,3,6.67
59.8,4.5,30.8,4.4,51.7,8.25,Open Hearth iron,3,7.43
59.8,4.5,30.8,4.4,51.7,10.3,Open Hearth iron,3,9.03
59.8,4.5,30.8,4.4,51.7,12.5,Open Hearth iron,3,10.09
59.8,4.5,30.8,4.4,51.7,15.1,Open Hearth iron,3,9.69
53.3,4.88,30.48,6.04,47.48,14.88,Open Hearth iron,3,8.18
29.11,6.28,29.28,12.14,31.79,6.98,Open Hearth iron,3,3.63
11.4,7.3,28.4,16.6,20.3,1.55,Open Hearth iron,3,0.42
11.4,7.3,28.4,16.6,20.3,2.85,Open Hearth iron,3,0.87
11.4,7.3,28.4,16.6,20.3,4.04,Open Hearth iron,3,1.4
11.4,7.3,28.4,16.6,20.3,4.94,Open Hearth iron,3,2.15
11.4,7.3,28.4,16.6,20.3,5.88,Open Hearth iron,3,2.59
11.4,7.3,28.4,16.6,20.3,6.93,Open Hearth iron,3,2.19
11.4,7.3,28.4,16.6,20.3,7.98,Open Hearth iron,3,2.1
11.4,7.3,28.4,16.6,20.3,9.03,Open Hearth iron,3,2.85
11.4,7.3,28.4,16.6,20.3,10.05,Open Hearth iron,3,3.31
11.4,7.3,28.4,16.6,20.3,11,Open Hearth iron,3,2.96
12.5,6.94,28.4,14.92,22.14,10.3,Open Hearth iron,3,2.43
16.65,5.59,28.4,8.57,29.09,5,Open Hearth iron,3,1.44
19.7,4.6,28.4,3.9,34.2,1.44,Open Hearth iron,3,0.91
19.7,4.6,28.4,3.9,34.2,2.74,Open Hearth iron,3,1.71
19.7,4.6,28.4,3.9,34.2,3.96,Open Hearth iron,3,2.3
19.7,4.6,28.4,3.9,34.2,4.96,Open Hearth iron,3,2.3
19.7,4.6,28.4,3.9,34.2,5.95,Open Hearth iron,3,2.31
19.7,4.6,28.4,3.9,34.2,6.9,Open Hearth iron,3,2.36
19.7,4.6,28.4,3.9,34.2,7.88,Open Hearth iron,3,2.47
19.7,4.6,28.4,3.9,34.2,8.93,Open Hearth iron,3,2.72
19.7,4.6,28.4,3.9,34.2,9.95,Open Hearth iron,3,2.97
19.7,4.6,28.4,3.9,34.2,10.9,Open Hearth iron,3,3.22
20.9,4.98,27.62,3.89,34.47,10.21,Open Hearth iron,3,3.09
25.5,6.43,24.62,3.84,35.52,4.92,Open Hearth iron,3,1.89
28.9,7.5,22.4,3.8,36.3,1.34,Open Hearth iron,3,1.16
28.9,7.5,22.4,3.8,36.3,2.64,Open Hearth iron,3,1.76
28.9,7.5,22.4,3.8,36.3,3.85,Open Hearth iron,3,2.21
28.9,7.5,22.4,3.8,36.3,4.8,Open Hearth iron,3,2.26
28.9,7.5,22.4,3.8,36.3,5.79,Open Hearth iron,3,2.38
28.9,7.5,22.4,3.8,36.3,6.89,Open Hearth iron,3,2.68
28.9,7.5,22.4,3.8,36.3,7.95,Open Hearth iron,3,3.12
28.9,7.5,22.4,3.8,36.3,8.9,Open Hearth iron,3,3.97
28.9,7.5,22.4,3.8,36.3,9.86,Open Hearth iron,3,4.79
28.9,7.5,22.4,3.8,36.3,10.86,Open Hearth iron,3,5.54
28.23,7.33,23.53,4.7,35.6,10.3,Open Hearth iron,3,5.57
25.63,6.68,27.93,8.2,32.9,5.25,Open Hearth iron,3,3.52
23.7,6.2,31.2,10.8,30.9,1.82,Open Hearth iron,3,2.12
23.7,6.2,31.2,10.8,30.9,3.07,Open Hearth iron,3,2.57
23.7,6.2,31.2,10.8,30.9,4.26,Open Hearth iron,3,3.18
23.7,6.2,31.2,10.8,30.9,5.26,Open Hearth iron,3,4.28
27.26,6.03,30.84,10.65,29.8,5.45,Open Hearth iron,3,4.64
41.15,5.38,29.44,10.05,25.5,3.3,Open Hearth iron,3,2.84
51.5,4.9,28.4,9.6,22.3,1.96,Open Hearth iron,3,1.78
51.5,4.9,28.4,9.6,22.3,2.96,Open Hearth iron,3,2.88
51.5,4.9,28.4,9.6,22.3,3.94,Open Hearth iron,3,3.81
51.5,4.9,28.4,9.6,22.3,4.89,Open Hearth iron,3,4.26
51.5,4.9,28.4,9.6,22.3,5.85,Open Hearth iron,3,4.8
51.5,4.9,28.4,9.6,22.3,6.85,Open Hearth iron,3,5.6
51.5,4.9,28.4,9.6,22.3,7.85,Open Hearth iron,3,6.28
51.5,4.9,28.4,9.6,22.3,8.85,Open Hearth iron,3,6.58
51.5,4.9,28.4,9.6,22.3,9.85,Open Hearth iron,3,6.81
51.5,4.9,28.4,9.6,22.3,10.85,Open Hearth iron,3,6.86
45.35,5.47,27.93,9.16,20.27,10.38,Open Hearth iron,3,6.85
21,7.72,26.08,7.41,12.22,5.53,Open Hearth iron,3,6.65
2.78,9.4,24.7,6.1,6.2,2.2,Open Hearth iron,3,7.18
2.78,9.4,24.7,6.1,6.2,3.4,Open Hearth iron,3,9.88
2.78,9.4,24.7,6.1,6.2,4.54,Open Hearth iron,3,12.23
2.78,9.4,24.7,6.1,6.2,5.49,Open Hearth iron,3,13.53
2.78,9.4,24.7,6.1,6.2,6.43,Open Hearth iron,3,15.33
2.78,9.4,24.7,6.1,6.2,7.33,Open Hearth iron,3,18.63
2.78,9.4,24.7,6.1,6.2,8.27,Open Hearth iron,3,20.93
2.78,9.4,24.7,6.1,6.2,9.37,Open Hearth iron,3,20.23
2.78,9.4,24.7,6.1,6.2,10.44,Open Hearth iron,3,19.69
2.78,9.4,24.7,6.1,6.2,11.39,Open Hearth iron,3,19.64
16.61,8.79,23.25,9.66,6.13,10.76,Open Hearth iron,3,17.2
72.2,6.34,17.4,23.95,5.83,5.36,Open Hearth iron,3,7.55
114,4.5,13,34.7,5.6,1.63,Open Hearth iron,3,0.31
114,4.5,13,34.7,5.6,2.98,Open Hearth iron,3,0.36
114,4.5,13,34.7,5.6,4.26,Open Hearth iron,3,0.49
114,4.5,13,34.7,5.6,5.31,Open Hearth iron,3,0.84
114,4.5,13,34.7,5.6,6.32,Open Hearth iron,3,1.08
114,4.5,13,34.7,5.6,7.22,Open Hearth iron,3,0.98
114,4.5,13,34.7,5.6,8.4,Open Hearth iron,3,0.96
114,4.5,13,34.7,5.6,10.45,Open Hearth iron,3,1.21
114,4.5,13,34.7,5.6,12.64,Open Hearth iron,3,1.39
114,4.5,13,34.7,5.6,15.24,Open Hearth iron,3,1.34
102.21,4.83,14.57,31.61,9.33,15.21,Open Hearth iron,3,1.19
54.13,6.18,20.97,19.02,24.52,7.12,Open Hearth iron,3,0.74
17.8,7.2,25.8,9.5,36,1.33,Open Hearth iron,3,0.46
17.8,7.2,25.8,9.5,36,2.68,Open Hearth iron,3,0.71
17.8,7.2,25.8,9.5,36,3.94,Open Hearth iron,3,1
17.8,7.2,25.8,9.5,36,4.94,Open Hearth iron,3,1.4
17.8,7.2,25.8,9.5,36,5.93,Open Hearth iron,3,1.71
17.8,7.2,25.8,9.5,36,6.88,Open Hearth iron,3,1.76
17.8,7.2,25.8,9.5,36,8.1,Open Hearth iron,3,2.02
17.8,7.2,25.8,9.5,36,10.15,Open Hearth iron,3,2.92
17.8,7.2,25.8,9.5,36,12.34,Open Hearth iron,3,3.55
17.8,7.2,25.8,9.5,36,14.99,Open Hearth iron,3,3.35
19.25,7.21,28.29,10.88,33.9,15.07,Open Hearth iron,3,2.91
25.25,7.26,38.58,16.57,25.2,7.07,Open Hearth iron,3,1.71
29.8,7.3,46.4,20.9,18.6,1.3,Open Hearth iron,3,0.93
29.8,7.3,46.4,20.9,18.6,2.55,Open Hearth iron,3,1.48
29.8,7.3,46.4,20.9,18.6,3.74,Open Hearth iron,3,1.82
29.8,7.3,46.4,20.9,18.6,4.74,Open Hearth iron,3,1.47
29.8,7.3,46.4,20.9,18.6,5.76,Open Hearth iron,3,1.24
29.8,7.3,46.4,20.9,18.6,6.86,Open Hearth iron,3,1.39
29.8,7.3,46.4,20.9,18.6,8.15,Open Hearth iron,3,1.76
29.8,7.3,46.4,20.9,18.6,10.05,Open Hearth iron,3,2.86
29.8,7.3,46.4,20.9,18.6,12.14,Open Hearth iron,3,3.75
29.8,7.3,46.4,20.9,18.6,14.84,Open Hearth iron,3,3.95
26.93,6.87,45.95,18.64,26.83,15.13,Open Hearth iron,3,3.68
14.89,5.07,44.05,9.14,61.42,7.68,Open Hearth iron,3,1.93
5.7,3.7,42.6,1.9,87.8,2.24,Open Hearth iron,3,0.94
5.7,3.7,42.6,1.9,87.8,3.24,Open Hearth iron,3,2.39
5.7,3.7,42.6,1.9,87.8,4.24,Open Hearth iron,3,3.45
5.7,3.7,42.6,1.9,87.8,5.24,Open Hearth iron,3,3.25
5.7,3.7,42.6,1.9,87.8,6.24,Open Hearth iron,3,3.31
5.7,3.7,42.6,1.9,87.8,7.24,Open Hearth iron,3,4.21
5.7,3.7,42.6,1.9,87.8,8.47,Open Hearth iron,3,5.15
5.7,3.7,42.6,1.9,87.8,10.47,Open Hearth iron,3,6.2
5.7,3.7,42.6,1.9,87.8,12.66,Open Hearth iron,3,7.18
5.7,3.7,42.6,1.9,87.8,15.46,Open Hearth iron,3,7.93
5.51,4.06,40.49,1.97,84.85,15.73,Open Hearth iron,3,7.88
4.7,5.61,31.5,2.27,72.25,7.73,Open Hearth iron,3,5.23
4.08,6.8,24.6,2.5,62.6,2.07,Open Hearth iron,3,4.08
4.08,6.8,24.6,2.5,62.6,4.07,Open Hearth iron,3,7.82
4.08,6.8,24.6,2.5,62.6,5.84,Open Hearth iron,3,11.36
4.08,6.8,24.6,2.5,62.6,6.89,Open Hearth iron,3,14.21
4.08,6.8,24.6,2.5,62.6,7.85,Open Hearth iron,3,16.38
4.08,6.8,24.6,2.5,62.6,8.5,Open Hearth iron,3,16.28
5.08,6.5,25.75,5.29,63.6,8.19,Open Hearth iron,3,14.81
9.39,5.2,30.7,17.34,67.9,4.69,Open Hearth iron,3,8.81
12.7,4.2,34.5,26.6,71.2,2.24,Open Hearth iron,3,4.56
12.7,4.2,34.5,26.6,71.2,3.29,Open Hearth iron,3,6.11
12.7,4.2,34.5,26.6,71.2,4.32,Open Hearth iron,3,7.57
12.7,4.2,34.5,26.6,71.2,5.27,Open Hearth iron,3,8.71
12.7,4.2,34.5,26.6,71.2,6.23,Open Hearth iron,3,10.38
12.7,4.2,34.5,26.6,71.2,7.23,Open Hearth iron,3,13.78
12.7,4.2,34.5,26.6,71.2,8.23,Open Hearth iron,3,16.27
12.7,4.2,34.5,26.6,71.2,9.23,Open Hearth iron,3,15.72
12.7,4.2,34.5,26.6,71.2,10.23,Open Hearth iron,3,15.6
12.7,4.2,34.5,26.6,71.2,11.23,Open Hearth iron,3,16.9
11.4,4.52,33.92,24.39,66.77,10.76,Open Hearth iron,3,15.98
5.7,5.92,31.37,14.69,47.38,5.31,Open Hearth iron,3,7.59
1.3,7,29.4,7.2,32.4,1.38,Open Hearth iron,3,1.12
1.3,7,29.4,7.2,32.4,2.63,Open Hearth iron,3,1.22
1.3,7,29.4,7.2,32.4,3.84,Open Hearth iron,3,1.46
1.3,7,29.4,7.2,32.4,4.89,Open Hearth iron,3,2.16
1.3,7,29.4,7.2,32.4,5.98,Open Hearth iron,3,2.85
1.3,7,29.4,7.2,32.4,7.23,Open Hearth iron,3,3.5
1.3,7,29.4,7.2,32.4,8.58,Open Hearth iron,3,4.2
1.3,7,29.4,7.2,32.4,10.28,Open Hearth iron,3,5.1
1.3,7,29.4,7.2,32.4,12.21,Open Hearth iron,3,5.82
1.3,7,29.4,7.2,32.4,14.91,Open Hearth iron,3,5.92
24.17,6.74,26.41,10.67,28.83,15.32,Open Hearth iron,3,5.46
125.99,5.59,13.12,26.11,12.94,7.82,Open Hearth iron,3,3.06
205,4.7,2.8,38.1,0.6,2.24,Open Hearth iron,3,1.35
205,4.7,2.8,38.1,0.6,3.28,Open Hearth iron,3,2
205,4.7,2.8,38.1,0.6,4.31,Open Hearth iron,3,2.43
205,4.7,2.8,38.1,0.6,5.26,Open Hearth iron,3,2.13
205,4.7,2.8,38.1,0.6,6.22,Open Hearth iron,3,1.93
205,4.7,2.8,38.1,0.6,7.22,Open Hearth iron,3,2.08
205,4.7,2.8,38.1,0.6,8.44,Open Hearth iron,3,2.27
205,4.7,2.8,38.1,0.6,10.44,Open Hearth iron,3,2.57
205,4.7,2.8,38.1,0.6,12.63,Open Hearth iron,3,2.99
205,4.7,2.8,38.1,0.6,15.48,Open Hearth iron,3,3.84
188.66,4.99,4.46,35.18,2.28,15.86,Open Hearth iron,3,4.05
114.68,6.29,11.95,21.99,9.88,7.51,Open Hearth iron,3,2
57,7.3,17.8,11.7,15.8,1.3,Open Hearth iron,3,0.5
57,7.3,17.8,11.7,15.8,2.65,Open Hearth iron,3,0.95
57,7.3,17.8,11.7,15.8,3.93,Open Hearth iron,3,1.4
57,7.3,17.8,11.7,15.8,4.98,Open Hearth iron,3,1.85
57,7.3,17.8,11.7,15.8,6,Open Hearth iron,3,2.24
57,7.3,17.8,11.7,15.8,6.9,Open Hearth iron,3,2.44
57,7.3,17.8,11.7,15.8,7.82,Open Hearth iron,3,2.58
57,7.3,17.8,11.7,15.8,8.82,Open Hearth iron,3,2.48
57,7.3,17.8,11.7,15.8,9.83,Open Hearth iron,3,2.53
57,7.3,17.8,11.7,15.8,10.88,Open Hearth iron,3,3.13
51.68,7.25,23.77,14.12,19.1,10.54,Open Hearth iron,3,3.25
27.18,7,51.27,25.27,34.3,5.19,Open Hearth iron,3,1.65
8,6.8,72.8,34,46.2,1.29,Open Hearth iron,3,0.74
8,6.8,72.8,34,46.2,2.64,Open Hearth iron,3,2.29
8,6.8,72.8,34,46.2,3.93,Open Hearth iron,3,3.73
8,6.8,72.8,34,46.2,4.98,Open Hearth iron,3,4.78
8,6.8,72.8,34,46.2,5.99,Open Hearth iron,3,5.94
8,6.8,72.8,34,46.2,6.89,Open Hearth iron,3,7.54
8,6.8,72.8,34,46.2,7.83,Open Hearth iron,3,8.92
8,6.8,72.8,34,46.2,8.88,Open Hearth iron,3,9.47
8,6.8,72.8,34,46.2,9.91,Open Hearth iron,3,10.08
8,6.8,72.8,34,46.2,10.91,Open Hearth iron,3,10.93
12.38,6.79,67.52,31.94,45.01,10.6,Open Hearth iron,3,10.51
32.87,6.74,42.83,22.29,39.47,5.45,Open Hearth iron,3,5.41
49,6.7,23.4,14.7,35.1,1.68,Open Hearth iron,3,1.45
49,6.7,23.4,14.7,35.1,2.98,Open Hearth iron,3,1.7
49,6.7,23.4,14.7,35.1,4.22,Open Hearth iron,3,2.03
49,6.7,23.4,14.7,35.1,5.27,Open Hearth iron,3,2.63
49,6.7,23.4,14.7,35.1,6.3,Open Hearth iron,3,3.11
49,6.7,23.4,14.7,35.1,7.25,Open Hearth iron,3,3.16
49,6.7,23.4,14.7,35.1,8.2,Open Hearth iron,3,3.27
49,6.7,23.4,14.7,35.1,9.15,Open Hearth iron,3,3.62
49,6.7,23.4,14.7,35.1,10.12,Open Hearth iron,3,3.94
49,6.7,23.4,14.7,35.1,11.17,Open Hearth iron,3,4.14
46.02,6.76,22.83,14.3,34.14,10.94,Open Hearth iron,3,3.94
31.82,7.06,20.13,12.4,29.6,5.89,Open Hearth iron,3,2.24
20.6,7.3,18,10.9,26,2.13,Open Hearth iron,3,1.02
20.6,7.3,18,10.9,26,3.23,Open Hearth iron,3,1.56
20.6,7.3,18,10.9,26,4.32,Open Hearth iron,3,1.86
20.6,7.3,18,10.9,26,5.37,Open Hearth iron,3,1.21
20.6,7.3,18,10.9,26,6.39,Open Hearth iron,3,0.85
20.6,7.3,18,10.9,26,7.29,Open Hearth iron,3,1.55
20.6,7.3,18,10.9,26,8.43,Open Hearth iron,3,2.06
20.6,7.3,18,10.9,26,10.47,Open Hearth iron,3,1.86
20.6,7.3,18,10.9,26,12.66,Open Hearth iron,3,1.62
20.6,7.3,18,10.9,26,15.36,Open Hearth iron,3,1.22
30.03,7.01,17.57,11.43,25.13,15.9,Open Hearth iron,3,0.89
75.72,5.61,15.47,13.98,20.93,8.15,Open Hearth iron,3,0.84
112,4.5,13.8,16,17.6,2.22,Open Hearth iron,3,0.89
112,4.5,13.8,16,17.6,3.27,Open Hearth iron,3,1.34
112,4.5,13.8,16,17.6,4.29,Open Hearth iron,3,1.71
112,4.5,13.8,16,17.6,5.24,Open Hearth iron,3,1.76
112,4.5,13.8,16,17.6,6.2,Open Hearth iron,3,1.82
112,4.5,13.8,16,17.6,7.2,Open Hearth iron,3,1.92
112,4.5,13.8,16,17.6,8.41,Open Hearth iron,3,2.08
112,4.5,13.8,16,17.6,10.41,Open Hearth iron,3,2.48
112,4.5,13.8,16,17.6,12.58,Open Hearth iron,3,2.82
112,4.5,13.8,16,17.6,15.43,Open Hearth iron,3,2.92
112,4.43,13.11,14.73,16.27,16.11,Open Hearth iron,3,2.94
112,4.08,9.71,8.48,9.72,8.26,Open Hearth iron,3,2.64
112,3.8,7,3.5,4.5,2.21,Open Hearth iron,3,2.6
112,3.8,7,3.5,4.5,3.26,Open Hearth iron,3,3.6
112,3.8,7,3.5,4.5,4.29,Open Hearth iron,3,4.38
112,3.8,7,3.5,4.5,5.24,Open Hearth iron,3,4.28
112,3.8,7,3.5,4.5,6.2,Open Hearth iron,3,4.39
112,3.8,7,3.5,4.5,7.2,Open Hearth iron,3,5.34
112,3.8,7,3.5,4.5,8.21,Open Hearth iron,3,6.36
112,3.8,7,3.5,4.5,9.26,Open Hearth iron,3,7.66
112,3.8,7,3.5,4.5,10.29,Open Hearth iron,3,8.67
112,3.8,7,3.5,4.5,11.24,Open Hearth iron,3,8.52
139.28,3.87,6.6,6.35,4.31,10.94,Open Hearth iron,3,7.59
276.23,4.22,4.6,20.64,3.36,5.65,Open Hearth iron,3,3.54
386,4.5,3,32.1,2.6,1.66,Open Hearth iron,3,0.31
386,4.5,3,32.1,2.6,2.96,Open Hearth iron,3,0.36
386,4.5,3,32.1,2.6,4.21,Open Hearth iron,3,0.49
386,4.5,3,32.1,2.6,5.26,Open Hearth iron,3,0.94
386,4.5,3,32.1,2.6,6.29,Open Hearth iron,3,1.37
386,4.5,3,32.1,2.6,7.24,Open Hearth iron,3,1.72
386,4.5,3,32.1,2.6,8.39,Open Hearth iron,3,2.05
386,4.5,3,32.1,2.6,10.39,Open Hearth iron,3,2.3
386,4.5,3,32.1,2.6,12.51,Open Hearth iron,3,2.53
386,4.5,3,32.1,2.6,15.11,Open Hearth iron,3,2.68
355.55,4.61,5.07,29.7,3.84,15.66,Open Hearth iron,3,2.65
199.79,5.16,15.67,17.4,10.19,7.76,Open Hearth iron,3,1.9
74.4,5.6,24.2,7.5,15.3,1.65,Open Hearth iron,3,1.47
74.4,5.6,24.2,7.5,15.3,2.95,Open Hearth iron,3,2.32
74.4,5.6,24.2,7.5,15.3,4.2,Open Hearth iron,3,3.01
74.4,5.6,24.2,7.5,15.3,5.25,Open Hearth iron,3,3.06
74.4,5.6,24.2,7.5,15.3,6.28,Open Hearth iron,3,3.26
74.4,5.6,24.2,7.5,15.3,7.23,Open Hearth iron,3,4.11
74.4,5.6,24.2,7.5,15.3,8.18,Open Hearth iron,3,4.82
74.4,5.6,24.2,7.5,15.3,9.13,Open Hearth iron,3,4.92
74.4,5.6,24.2,7.5,15.3,10.1,Open Hearth iron,3,5.06
74.4,5.6,24.2,7.5,15.3,11.15,Open Hearth iron,3,5.36
68.19,5.64,25.04,7,18.35,11.04,Open Hearth iron,3,5.3
35.85,5.84,29.44,4.4,34.25,6.04,Open Hearth iron,3,3.75
9.7,6,33,2.3,47.1,2.2,Open Hearth iron,3,2.67
9.7,6,33,2.3,47.1,3.25,Open Hearth iron,3,3.57
9.7,6,33,2.3,47.1,4.28,Open Hearth iron,3,4.52
9.7,6,33,2.3,47.1,5.23,Open Hearth iron,3,5.67
9.7,6,33,2.3,47.1,6.19,Open Hearth iron,3,6.65
9.7,6,33,2.3,47.1,7.19,Open Hearth iron,3,6.9
9.7,6,33,2.3,47.1,8.19,Open Hearth iron,3,7.11
9.7,6,33,2.3,47.1,9.19,Open Hearth iron,3,7.16
9.7,6,33,2.3,47.1,10.19,Open Hearth iron,3,7.33
9.7,6,33,2.3,47.1,11.19,Open Hearth iron,3,8.03
10.03,5.93,33.01,2.73,46.46,11.01,Open Hearth iron,3,7.85
11.78,5.58,33.06,5.03,43.06,5.76,Open Hearth iron,3,3.85
13.2,5.3,33.1,6.9,40.3,1.73,Open Hearth iron,3,0.82
13.2,5.3,33.1,6.9,40.3,2.98,Open Hearth iron,3,1.97
13.2,5.3,33.1,6.9,40.3,4.19,Open Hearth iron,3,2.97
13.2,5.3,33.1,6.9,40.3,5.19,Open Hearth iron,3,3.32
13.2,5.3,33.1,6.9,40.3,6.18,Open Hearth iron,3,3.66
13.2,5.3,33.1,6.9,40.3,7.13,Open Hearth iron,3,3.96
13.2,5.3,33.1,6.9,40.3,8.28,Open Hearth iron,3,4.4
13.2,5.3,33.1,6.9,40.3,10.33,Open Hearth iron,3,5.44
13.2,5.3,33.1,6.9,40.3,12.5,Open Hearth iron,3,6.23
13.2,5.3,33.1,6.9,40.3,15.2,Open Hearth iron,3,5.83
24.62,5.24,33.26,7.64,40.81,15.98,Open Hearth iron,3,5.21
86.51,4.94,34.11,11.64,43.56,8.28,Open Hearth iron,3,3.66
137,4.7,34.8,14.9,45.8,2.19,Open Hearth iron,3,2.49
137,4.7,34.8,14.9,45.8,3.24,Open Hearth iron,3,2.99
137,4.7,34.8,14.9,45.8,4.27,Open Hearth iron,3,3.71
137,4.7,34.8,14.9,45.8,5.22,Open Hearth iron,3,5.41
137,4.7,34.8,14.9,45.8,6.18,Open Hearth iron,3,6.81
137,4.7,34.8,14.9,45.8,7.18,Open Hearth iron,3,6.86
137,4.7,34.8,14.9,45.8,8.19,Open Hearth iron,3,7.28
137,4.7,34.8,14.9,45.8,9.24,Open Hearth iron,3,9.38
137,4.7,34.8,14.9,45.8,10.27,Open Hearth iron,3,11.11
137,4.7,34.8,14.9,45.8,11.22,Open Hearth iron,3,11.16
124.66,4.56,36.66,19.79,47.54,11.03,Open Hearth iron,3,10.39
56.48,3.76,46.96,46.78,57.13,5.68,Open Hearth iron,3,5.89
0.6,3.1,55.4,68.9,65,1.55,Open Hearth iron,3,2.47
0.6,3.1,55.4,68.9,65,2.95,Open Hearth iron,3,3.97
0.6,3.1,55.4,68.9,65,4.29,Open Hearth iron,3,5.29
0.6,3.1,55.4,68.9,65,5.34,Open Hearth iron,3,5.79
0.6,3.1,55.4,68.9,65,6.36,Open Hearth iron,3,6.61
0.6,3.1,55.4,68.9,65,7.26,Open Hearth iron,3,8.91
