Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),Air pore space (%),Clay %,exposure time,Iron and Steel Type,Pipe Diameter (inches),Loss Oz/ft2
13.18,5.39,33.15,6.91,40.3,6.1,Open Hearth iron,1.52,4.63
13.15,5.37,32.98,6.98,40.24,8,Open Hearth iron,1.49,4.78
13.28,5.42,32.89,6.88,40.42,12.1,Open Hearth iron,1.45,6.04
13.07,5.3,33.12,6.91,40.28,17.5,Open Hearth iron,1.45,6.01
136.9,4.64,34.91,14.97,46.01,1.9,Open Hearth iron,1.62,3.06
136.89,4.7,34.84,14.88,45.93,4.2,Open Hearth iron,1.5,4.41
136.96,4.73,34.79,14.92,45.65,6.2,Open Hearth iron,1.33,6.91
136.96,4.78,34.73,14.92,45.69,8,Open Hearth iron,1.48,5.82
136.91,4.75,34.93,14.83,45.77,10.2,Open Hearth iron,1.58,11.68
137.02,4.82,34.64,14.78,45.91,11.9,Open Hearth iron,1.54,10.74
0.59,2.98,55.33,68.91,65.06,1.3,Open Hearth iron,1.38,1.24
0.68,2.93,55.33,68.7,64.95,3.9,Open Hearth iron,1.56,3.74
0.85,2.95,55.6,68.83,65.03,6.2,Open Hearth iron,1.42,5.78
0.5,3.15,55.5,68.97,65.04,8.1,Open Hearth iron,1.44,8.91
0.61,3.1,55.26,68.92,65.09,9.8,Open Hearth iron,1.57,11.61
0.74,3.17,55.5,68.83,64.94,12,Open Hearth iron,1.51,15.46
9.96,8.93,31.28,7.18,31.11,1.1,Open Hearth iron,1.53,0.44
10.01,8.67,31.19,7.27,31.09,3.6,Open Hearth iron,1.46,1.31
9.97,8.81,31.09,7.1,31.36,5.9,Open Hearth iron,1.49,2.31
10.13,8.67,31.25,7.15,31.14,7.6,Open Hearth iron,1.41,1.64
10.05,8.85,31.21,7.17,31.19,11.6,Open Hearth iron,1.33,2.87
2.65,7.39,14.81,18.69,26.64,1.1,Open Hearth iron,1.4,1.23
2.69,7.48,14.68,18.61,26.58,3.8,Open Hearth iron,1.38,3.67
2.63,7.3,14.74,18.77,26.79,5.8,Open Hearth iron,1.56,2.95
2.6,7.52,14.84,18.63,26.67,7.8,Open Hearth iron,1.53,3.46
2.72,7.23,14.84,18.77,26.57,9.6,Open Hearth iron,1.3,13.74
2.4,7.36,14.73,18.61,26.8,11.6,Open Hearth iron,1.53,9.79
15.16,6.94,7.57,23.2,30.83,1.4,Open Hearth iron,1.45,0.87
15.16,6.85,7.54,23.13,31.06,4,Open Hearth iron,1.36,2.75
14.97,6.85,7.63,23.13,30.92,5.1,Open Hearth iron,1.6,2.88
15,7.13,7.55,23.25,31,8.2,Open Hearth iron,1.58,5.65
15.02,7.1,7.5,23.09,31.04,10.2,Open Hearth iron,1.57,3.98
14.83,6.82,7.58,23.04,30.92,12,Open Hearth iron,1.48,3.99
17.59,7.61,25.67,2.6,46.22,1.5,Open Hearth iron,1.54,0.48
17.87,7.64,25.54,2.61,46.04,4.2,Open Hearth iron,1.37,1.4
17.8,7.42,25.67,2.66,46.13,6.1,Open Hearth iron,1.64,1.27
17.67,7.62,25.85,2.52,46.05,8.1,Open Hearth iron,1.67,2.18
17.48,7.51,25.8,2.43,45.79,12.1,Open Hearth iron,1.45,2.29
17.63,7.54,25.75,2.69,46.04,17.2,Open Hearth iron,1.5,5.84
12.28,7.02,28.6,0.87,52.37,1,Wrought Iron,1.65,1.21
12.19,7.08,28.55,1.27,52.57,3.6,Wrought Iron,1.6,3.91
12.25,7.06,28.44,1.13,52.64,5.5,Wrought Iron,1.65,5.47
11.94,6.93,28.52,0.94,52.65,7.6,Wrought Iron,1.57,6.82
12.09,6.94,28.63,1.01,52.7,9.7,Wrought Iron,1.6,9.26
12.08,6.97,28.36,1.15,52.64,11.5,Wrought Iron,1.58,8.6
6.85,7.25,37.75,1.94,44.87,2.2,Wrought Iron,1.47,1.95
6.73,7.28,37.58,2.05,44.92,4.3,Wrought Iron,1.46,3.1
6.73,7.26,37.64,2.1,44.93,5.7,Wrought Iron,1.5,4.26
7,7.29,37.66,2.16,45.07,7.9,Wrought Iron,1.38,3.69
7,7.49,37.5,2.08,44.9,12.1,Wrought Iron,1.6,6.94
6.9,7.38,37.62,2.01,45.01,17.8,Wrought Iron,1.5,8.33
178.03,4.8,29.02,18.1,46.01,2,Wrought Iron,1.5,1.79
178.02,4.74,29.12,18.18,46.08,3.8,Wrought Iron,1.6,3.09
177.83,4.95,29.23,18.13,46.17,5.8,Wrought Iron,1.47,4.13
177.86,4.69,29.26,18.17,46.05,7.9,Wrought Iron,1.48,4.43
177.9,4.83,29.07,17.99,46.05,12.1,Wrought Iron,1.55,4.66
177.94,4.8,28.97,18.24,46.01,17.6,Wrought Iron,1.51,5.06
66.74,5.5,22.04,7.11,17.69,1.1,Wrought Iron,1.67,1.09
66.63,5.51,22.12,7.04,17.84,3.9,Wrought Iron,1.41,3.46
66.86,5.65,22.19,6.88,17.75,6.1,Wrought Iron,1.42,4.37
66.83,5.57,22.22,7.02,17.55,8,Wrought Iron,1.65,5.31
66.68,5.62,22.24,7.09,17.76,11.9,Wrought Iron,1.38,6.74
12.98,7.04,28.84,5.01,35.66,2,Wrought Iron,1.41,0.72
13.16,7.14,28.88,4.95,35.92,4.1,Wrought Iron,1.62,2.19
13.25,7.09,28.72,4.74,35.77,6.2,Wrought Iron,1.47,5.01
13.27,7.18,28.92,4.94,35.82,8.2,Wrought Iron,1.33,6.64
13.13,7,28.73,5.02,35.82,12.2,Wrought Iron,1.53,7.48
13.06,7.13,28.67,5.01,35.72,17.4,Wrought Iron,1.46,9.59
431.01,5.76,12.4,40.68,7.2,1.7,Wrought Iron,1.45,0.18
431.05,6,12.21,40.76,7.35,4.1,Wrought Iron,1.35,0.64
430.96,5.9,12.03,40.74,7.28,6.2,Wrought Iron,1.46,0.63
431.05,5.91,12.29,40.67,7.17,8.3,Wrought Iron,1.39,1.06
430.91,5.8,11.98,40.57,7.08,12,Wrought Iron,1.56,1.21
430.84,5.86,12.09,40.62,7.14,17.5,Wrought Iron,1.4,1.38
21.03,4.34,34.27,3.85,63.35,1,Wrought Iron,1.56,0.55
21.2,4.35,34.26,3.55,63.72,3.6,Wrought Iron,1.5,2.41
21.32,4.48,34.37,3.77,63.62,7.6,Wrought Iron,1.43,4.23
21.21,4.21,34.08,3.81,63.72,11.4,Wrought Iron,1.37,5.11
21.22,4.32,34.21,3.91,63.6,16.7,Wrought Iron,1.48,5.47
3.26,7.63,36.99,8.76,70.14,1.2,Wrought Iron,1.42,0.73
3.28,7.75,36.82,8.67,70.06,3.7,Wrought Iron,1.59,1.75
3.36,7.65,36.86,8.73,70,5.8,Wrought Iron,1.6,3.22
3.25,7.65,37.16,8.5,70.23,7.8,Wrought Iron,1.57,3.33
3.27,7.6,37.04,8.84,70.01,10,Wrought Iron,1.69,5.2
3.21,7.59,37.01,8.68,70.11,11.9,Wrought Iron,1.57,6.87
28.39,6.76,24.85,15.6,52.21,1.1,Wrought Iron,1.67,1.29
28.24,6.59,24.87,15.84,52.06,3.6,Wrought Iron,1.43,2.41
28.27,6.66,24.8,15.79,52.13,5.6,Wrought Iron,1.53,2.5
28.33,6.77,24.56,15.8,52.14,7.9,Wrought Iron,1.53,3.46
28,6.92,24.97,15.74,52.06,11.4,Wrought Iron,1.59,4.76
28.1,6.89,24.79,15.6,52.22,17,Wrought Iron,1.38,6.01
74.62,6.55,12.83,27.82,6.67,1.2,Wrought Iron,1.34,1.15
74.59,6.45,12.75,27.89,6.57,4,Wrought Iron,1.47,2.19
74.65,6.63,12.93,27.78,6.51,6.1,Wrought Iron,1.49,3.32
74.54,6.7,13.11,27.83,6.37,8.1,Wrought Iron,1.59,4.27
74.5,6.68,12.98,27.65,6.69,12,Wrought Iron,1.56,5.4
110.02,5.35,32.05,15.44,53.19,1.4,Wrought Iron,1.6,0.51
109.94,5.51,31.98,15.47,53.22,4,Wrought Iron,1.42,1.09
110.11,5.4,31.85,15.52,52.99,6,Wrought Iron,1.71,1.52
109.94,5.31,31.82,15.52,52.87,7.7,Wrought Iron,1.36,2.32
110.06,5.33,32.13,15.62,52.97,9.9,Wrought Iron,1.42,1.77
109.89,5.21,32.09,15.46,52.97,11.9,Wrought Iron,1.5,2.89
31.92,7.08,12.57,33.51,12.68,1.8,Wrought Iron,1.46,0.19
31.85,7.15,12.24,33.61,12.81,4.1,Wrought Iron,1.66,1.9
31.91,7.14,12.3,33.51,12.65,5.9,Wrought Iron,1.37,2.17
31.99,7.03,12.44,33.63,12.72,8,Wrought Iron,1.48,1.35
31.77,7.1,12.48,33.52,12.99,12,Wrought Iron,1.43,4.37
31.78,7.11,12.36,33.41,12.93,17.5,Wrought Iron,1.37,5.75
2.89,9.43,21.8,34.61,9.77,2,Wrought Iron,1.46,2.96
2.83,9.52,21.56,34.53,9.42,4.2,Wrought Iron,1.27,7.08
2.79,9.25,21.62,34.66,9.28,5.8,Wrought Iron,1.56,8.26
35.21,6.21,17.29,14.47,14.15,1.2,Wrought Iron,1.62,0.19
35.21,6.2,17.04,14.55,14,4,Wrought Iron,1.33,2.69
35.2,6.27,17.22,14.36,13.94,5.9,Wrought Iron,1.44,3.64
35.31,6.3,17.22,14.24,13.9,7.8,Wrought Iron,1.65,3.7
35.2,6.26,16.98,14.42,13.99,9.9,Wrought Iron,1.46,6.54
35.11,6.15,17.15,14.48,13.79,11.8,Wrought Iron,1.52,4.6
4.85,7.48,54.47,5.66,70.48,1.9,Wrought Iron,1.55,2.03
4.86,7.56,54.65,5.75,70.4,4,Wrought Iron,1.52,3.14
4.9,7.47,54.35,5.69,70.31,5.9,Wrought Iron,1.33,6.09
4.89,7.52,54.48,5.76,70.49,7.9,Wrought Iron,1.64,4.78
5.02,7.56,54.37,5.63,70.56,12,Wrought Iron,1.71,8.51
4.91,7.72,54.52,5.79,70.38,17.6,Wrought Iron,1.55,12.25
82.97,4.22,22.2,11.89,26.44,2.2,Wrought Iron,1.38,2.5
82.91,4.35,22.27,12.08,26.48,3.7,Wrought Iron,1.51,3.78
82.84,4.45,22.23,12.06,26.71,6,Wrought Iron,1.56,4.84
82.96,4.38,22.11,11.85,26.34,7.9,Wrought Iron,1.49,5.11
82.92,4.54,22.12,12.05,26.35,10,Wrought Iron,1.62,6.32
82.97,4.55,22.3,11.9,26.56,11.8,Wrought Iron,1.45,8.32
59.89,4.6,30.72,4.26,51.7,1.2,Wrought Iron,1.39,1.57
59.79,4.49,30.83,4.2,51.81,3.8,Wrought Iron,1.58,3.25
59.66,4.59,30.73,4.47,51.73,5.9,Wrought Iron,1.73,5.74
59.79,4.4,30.85,4.33,51.72,7.5,Wrought Iron,1.5,7.19
59.7,4.69,30.81,4.32,51.69,11.8,Wrought Iron,1.43,8.65
59.73,4.45,30.78,4.2,51.75,17.1,Wrought Iron,1.4,8.78
11.4,7.23,28.2,16.57,20.33,1.3,Wrought Iron,1.6,0.63
11.44,7.31,28.35,16.63,20.41,3.9,Wrought Iron,1.64,1.83
11.27,7.26,28.39,16.57,20.11,5.7,Wrought Iron,1.58,3.89
11.35,7.26,28.34,16.63,20.24,7.5,Wrought Iron,1.57,3.28
11.29,7.29,28.42,16.5,20.32,9.8,Wrought Iron,1.54,3.52
11.48,7.29,28.38,16.55,20.31,11.8,Wrought Iron,1.53,2.79
19.64,4.62,28.36,3.92,34.42,1,Wrought Iron,1.46,0.75
19.78,4.69,28.35,3.9,34.31,3.9,Wrought Iron,1.51,1.46
19.57,4.65,28.47,3.84,34.23,5.6,Wrought Iron,1.4,2.99
19.72,4.5,28.58,3.85,34.28,7.6,Wrought Iron,1.45,3.04
19.72,4.56,28.37,3.82,34.14,9.8,Wrought Iron,1.34,3.42
19.65,4.68,28.36,3.92,34.16,11.6,Wrought Iron,1.44,3.42
28.98,7.5,22.31,3.75,36.25,0.9,Wrought Iron,1.46,0.84
28.8,7.45,22.45,3.83,36.44,3.7,Wrought Iron,1.42,2.57
28.77,7.52,22.39,3.8,36.29,5.4,Wrought Iron,1.42,2.68
28.85,7.6,22.26,3.86,36.26,7.7,Wrought Iron,1.4,3.44
29.03,7.45,22.47,3.92,36.19,9.6,Wrought Iron,1.63,4.6
28.73,7.4,22.55,3.61,36.23,11.7,Wrought Iron,1.75,6.55
23.69,6.16,31.33,10.78,30.97,1.5,Wrought Iron,1.55,2.26
23.69,6.07,31.05,10.77,30.76,4,Wrought Iron,1.48,2.67
23.7,6.3,31.11,10.67,30.95,6,Wrought Iron,1.59,4.52
51.45,5.02,28.48,9.65,22.41,1.7,Wrought Iron,1.42,1.58
51.59,4.83,28.44,9.54,22.36,3.8,Wrought Iron,1.47,3.93
51.55,4.98,28.14,9.62,22.23,5.7,Wrought Iron,1.56,5.35
51.52,4.92,28.19,9.74,22.42,7.5,Wrought Iron,1.52,6.12
51.43,4.97,28.34,9.41,22.34,9.6,Wrought Iron,1.57,7.05
51.61,4.68,28.6,9.53,22.39,11.5,Wrought Iron,1.51,7.05
2.79,9.33,24.67,6.23,6.28,1.8,Wrought Iron,1.48,7.56
2.66,9.41,24.55,6,6.18,4.4,Wrought Iron,1.36,13.2
2.79,9.52,24.66,6.05,6.16,6.3,Wrought Iron,1.42,15.67
2.68,9.36,24.56,5.9,6.12,8.1,Wrought Iron,1.55,20.47
2.93,9.31,24.61,6.1,6.24,10.4,Wrought Iron,1.31,21.5
2.95,9.41,24.66,6.24,6.09,12.1,Wrought Iron,1.46,20.95
114.12,4.65,13.09,34.82,5.76,1.2,Wrought Iron,1.44,0.3
113.94,4.29,13.15,34.8,5.53,4,Wrought Iron,1.57,0.59
113.95,4.37,13,34.74,5.44,6.1,Wrought Iron,1.52,1.09
114.05,4.43,13.01,34.63,5.62,7.9,Wrought Iron,1.39,0.99
114.01,4.46,12.97,34.6,5.54,12,Wrought Iron,1.44,1.26
114.07,4.43,13.04,34.69,5.82,17.3,Wrought Iron,1.6,1.9
17.88,7.14,25.83,9.58,36.05,0.8,Wrought Iron,1.62,0.54
17.82,7.28,25.76,9.51,35.86,3.7,Wrought Iron,1.39,1.46
17.94,7.27,25.74,9.61,35.89,5.7,Wrought Iron,1.4,1.77
17.82,7.32,25.92,9.47,36.09,7.5,Wrought Iron,1.48,2.36
17.87,7.21,25.85,9.53,36.06,11.9,Wrought Iron,1.51,4.04
17.87,7.21,25.86,9.49,35.93,17,Wrought Iron,1.67,4.22
29.75,7.19,46.45,20.9,18.49,1.2,Wrought Iron,1.51,1.07
29.81,7.17,46.26,20.94,18.65,3.3,Wrought Iron,1.46,2.37
29.81,7.13,46.53,21.05,18.55,5.6,Wrought Iron,1.58,2.04
29.66,7.27,46.42,20.74,18.7,7.5,Wrought Iron,1.43,2.01
30.01,7.38,46.4,20.77,18.71,11.5,Wrought Iron,1.52,4.08
29.59,7.22,46.52,20.95,18.73,16.9,Wrought Iron,1.62,5.12
5.57,3.65,42.8,1.99,87.91,2,Wrought Iron,1.57,0.57
5.61,3.72,42.63,2.05,87.88,4,Wrought Iron,1.33,3.11
5.63,3.69,42.62,1.94,87.89,6,Wrought Iron,1.57,3.75
5.74,3.76,42.55,2.09,87.77,7.9,Wrought Iron,1.42,4.26
5.74,3.84,42.59,1.85,87.84,12,Wrought Iron,1.43,8.42
5.89,3.73,42.61,1.7,87.94,17.6,Wrought Iron,1.53,11.46
4.18,6.89,24.54,2.54,62.75,1.6,Wrought Iron,1.48,2.73
4.15,6.67,24.58,2.38,62.57,5.7,Wrought Iron,1.55,9.42
4.15,6.68,24.65,2.62,62.47,7.5,Wrought Iron,1.57,12.63
4.32,6.78,24.61,2.51,62.66,8.9,Wrought Iron,1.5,15.4
12.67,4.28,34.5,26.65,71.13,2,Wrought Iron,1.32,3.38
12.75,4.22,34.5,26.61,70.99,4.1,Wrought Iron,1.63,7.55
12.77,4.08,34.5,26.42,71.2,5.9,Wrought Iron,1.49,8.81
12.61,4.13,34.68,26.64,71.24,7.9,Wrought Iron,1.46,13.08
12.72,4.34,34.46,26.53,71.22,10.1,Wrought Iron,1.52,13.47
12.51,4.28,34.35,26.55,71.12,12.1,Wrought Iron,1.69,16.25
1.25,7.04,29.44,7.12,32.49,1.2,Wrought Iron,1.61,0.9
1.27,6.99,29.43,7.42,32.46,3.6,Wrought Iron,1.59,1.19
1.42,7.1,29.44,7.26,32.44,5.7,Wrought Iron,1.71,2.24
1.38,6.96,29.37,7.19,32.34,8.1,Wrought Iron,1.6,4.61
1.37,7.04,29.45,7.31,32.29,11.6,Wrought Iron,1.3,5.55
1.34,7.19,29.36,7.08,32.26,16.9,Wrought Iron,1.62,6.04
204.9,4.83,2.83,38.1,0.62,2.3,Wrought Iron,1.59,1.31
205.03,4.6,2.71,38.02,0.53,4.1,Wrought Iron,1.57,1.57
205.12,4.61,2.85,38.1,0.66,5.9,Wrought Iron,1.46,1.81
205,4.56,2.68,38.02,0.67,7.9,Wrought Iron,1.4,2.23
205.07,4.73,2.8,38.16,0.62,12.2,Wrought Iron,1.57,3.03
205.18,4.78,2.86,38.06,0.41,17.7,Wrought Iron,1.51,4.33
56.96,7.19,17.71,11.58,15.57,1,Wrought Iron,1.51,0.69
57.01,7.29,17.89,11.89,15.59,3.9,Wrought Iron,1.48,1.82
56.99,7.34,17.73,11.84,15.79,5.9,Wrought Iron,1.29,2.2
56.99,7.1,18.03,11.83,15.73,7.7,Wrought Iron,1.7,2.7
56.88,7.34,17.89,11.61,15.67,9.5,Wrought Iron,1.39,3.1
57.04,7.31,17.76,11.76,15.83,11.8,Wrought Iron,1.45,3.55
8.11,6.65,72.73,34,46.22,1,Wrought Iron,1.42,0.51
8.22,6.78,72.72,33.99,46.06,3.7,Wrought Iron,1.48,3.23
8.08,6.86,72.92,33.93,46.21,5.7,Wrought Iron,1.41,4.51
8.1,6.75,72.76,33.89,46.15,7.6,Wrought Iron,1.56,9.26
8.03,6.93,72.57,33.82,46.19,9.7,Wrought Iron,1.47,12.48
8.01,6.65,72.73,34.15,46.34,11.7,Wrought Iron,1.46,13.93
49.13,6.68,23.6,14.72,35.21,1.4,Wrought Iron,1.61,1.41
49.06,6.82,23.44,14.79,35.22,4.2,Wrought Iron,1.48,1.7
48.96,6.56,23.47,14.68,35.12,6.1,Wrought Iron,1.51,2.85
48.96,6.79,23.28,14.66,35.17,8,Wrought Iron,1.52,3.34
49.03,6.74,23.34,14.72,35.13,10.3,Wrought Iron,1.66,4.83
48.91,6.75,23.56,14.83,34.96,12,Wrought Iron,1.39,4.59
20.45,7.32,17.86,11.04,26.02,1.9,Wrought Iron,1.6,0.73
20.68,7.29,18.28,10.81,25.95,4,Wrought Iron,1.58,1.87
20.51,7.38,17.93,10.96,25.95,6.1,Wrought Iron,1.58,1.19
20.67,7.32,17.89,10.84,25.95,8,Wrought Iron,1.35,2.05
20.91,7.39,17.92,11,25.97,12,Wrought Iron,1.39,2.78
20.69,7.28,17.98,11.03,26.03,17.4,Wrought Iron,1.45,4.1
112.22,4.65,13.93,15.98,17.44,2.1,Wrought Iron,1.55,1.02
111.84,4.26,13.94,16.13,17.52,4,Wrought Iron,1.59,1.9
112.11,4.4,13.8,15.92,17.58,6,Wrought Iron,1.75,1.72
112.08,4.45,13.84,16.15,17.7,7.9,Wrought Iron,1.41,3.04
112.02,4.57,13.92,16.08,17.72,12.1,Wrought Iron,1.48,3.39
111.93,4.42,13.78,15.91,17.56,17.7,Wrought Iron,1.45,4.12
112.02,3.86,7.07,3.52,4.63,2,Wrought Iron,1.45,2.4
111.96,3.69,7.13,3.52,4.51,4.3,Wrought Iron,1.45,4.28
112.11,3.88,6.98,3.49,4.48,5.8,Wrought Iron,1.35,4.5
112.07,3.9,7.16,3.75,4.39,7.9,Wrought Iron,1.31,6.05
111.92,3.84,6.96,3.76,4.6,10.1,Wrought Iron,1.59,8.62
111.97,3.81,7.19,3.51,4.63,12,Wrought Iron,1.43,9.02
385.97,4.31,3.11,31.97,2.9,1.2,Wrought Iron,1.5,0.27
386.11,4.41,2.92,32.16,2.5,4,Wrought Iron,1.54,0.68
386.05,4.51,3.08,32.07,2.72,6.1,Wrought Iron,1.49,0.6
385.96,4.42,3.01,31.99,2.51,8.1,Wrought Iron,1.57,1.97
386.01,4.59,2.89,32.02,2.57,12,Wrought Iron,1.53,2.51
385.96,4.57,3,32.08,2.65,17.2,Wrought Iron,1.41,3.54
74.32,5.62,24.38,7.56,15.31,1.4,Wrought Iron,1.4,1.34
74.45,5.61,24.18,7.56,15.26,4.1,Wrought Iron,1.53,2.93
74.28,5.57,24.35,7.44,15.25,6.1,Wrought Iron,1.41,3.26
74.39,5.5,24.28,7.48,15.11,8.1,Wrought Iron,1.32,4.46
74.32,5.71,24.13,7.6,15.34,10,Wrought Iron,1.69,5.21
74.32,5.64,24.46,7.5,15.37,12.1,Wrought Iron,1.55,5.48
9.76,6.08,33.05,2.44,47.19,1.8,Wrought Iron,1.64,2.25
9.71,6.11,32.87,2.22,47.23,4.2,Wrought Iron,1.47,4.31
9.68,6.03,33.04,2.3,47.13,5.8,Wrought Iron,1.53,5.61
9.73,5.94,32.92,2.19,47.03,8.2,Wrought Iron,1.5,6.41
9.68,5.93,33.12,2.35,47.1,10,Wrought Iron,1.46,7.23
9.75,5.97,32.89,2.31,47.12,11.8,Wrought Iron,1.51,7.95
13.28,5.27,33.18,7.03,40.34,1.5,Wrought Iron,1.53,0.57
13.25,5.27,33.12,6.99,40.37,4.1,Wrought Iron,1.33,3.55
13.14,5.26,33.27,6.73,40.35,6,Wrought Iron,1.34,4.58
13.27,5.2,32.95,6.75,40.28,8,Wrought Iron,1.35,5.67
13.14,5.32,32.97,6.93,40.24,12.1,Wrought Iron,1.29,6.24
13.18,5.21,33.18,6.76,40.22,17.2,Wrought Iron,1.43,7.46
137.03,4.56,34.82,14.87,45.72,2.2,Wrought Iron,1.48,3.53
136.97,4.71,34.86,15.13,45.68,4.1,Wrought Iron,1.54,7.35
137.07,4.87,34.77,14.9,45.81,6,Wrought Iron,1.32,7.93
136.98,4.73,34.76,14.87,45.69,8,Wrought Iron,1.52,7.64
136.95,4.82,34.83,15.03,45.72,10.2,Wrought Iron,1.5,10.81
136.93,4.58,34.73,14.8,45.76,12,Wrought Iron,1.41,17.23
0.65,3.09,55.47,69.06,65.17,1.4,Wrought Iron,1.59,1.68
0.5,3.09,55.43,68.9,64.99,4,Wrought Iron,1.49,7.27
0.64,2.89,55.19,69.19,65.1,6.3,Wrought Iron,1.59,8.04
0.58,3.14,55.55,68.94,64.88,7.9,Wrought Iron,1.33,15.25
0.65,3.01,55.29,68.99,65.11,10,Wrought Iron,1.44,11.44
0.59,3.2,55.64,69.01,64.94,12,Wrought Iron,1.56,16.61
10.18,8.72,31.34,7.21,31.18,1.2,Wrought Iron,1.53,0.67
9.95,8.83,31.18,7.1,31.26,3.5,Wrought Iron,1.5,1.88
10,8.91,31.24,7.17,31.12,5.5,Wrought Iron,1.45,2.21
10.01,8.56,31.26,7.25,31.25,7.6,Wrought Iron,1.48,2.35
10.06,8.96,31.17,7.24,31.29,11.5,Wrought Iron,1.47,4.18
2.51,7.32,14.75,18.68,26.65,1.1,Wrought Iron,1.61,1.21
2.54,7.33,14.79,18.84,26.74,3.9,Wrought Iron,1.6,2.99
2.69,7.34,14.82,18.68,26.75,5.9,Wrought Iron,1.43,3.34
2.56,7.37,14.9,18.71,26.61,7.7,Wrought Iron,1.3,5.66
2.46,7.29,14.9,18.73,26.7,9.8,Wrought Iron,1.56,11.9
2.75,7.25,14.57,18.55,26.71,11.8,Wrought Iron,1.56,9.12
14.88,7.02,7.59,23.17,30.79,1.4,Wrought Iron,1.56,1.3
15.09,6.84,7.47,22.97,30.99,4,Wrought Iron,1.31,3.03
15.04,7.12,7.66,23.19,30.91,5,Wrought Iron,1.31,2.91
14.86,7.03,7.53,23.32,30.87,8.1,Wrought Iron,1.7,6.17
14.87,6.95,7.58,23.18,30.91,10.2,Wrought Iron,1.59,4.73
15.01,7.08,7.55,23.11,30.9,12.2,Wrought Iron,1.54,4.99
17.68,7.74,25.49,2.63,46.18,1.6,Wrought Iron,1.5,0.28
17.73,7.51,25.81,2.51,46.13,4,Wrought Iron,1.63,2.12
17.77,7.26,25.73,2.58,46.12,6.1,Wrought Iron,1.51,1.38
17.79,7.59,25.65,2.7,46.16,7.9,Wrought Iron,1.32,2.3
17.75,7.63,25.73,2.39,46.07,12.2,Wrought Iron,1.79,4
17.57,7.49,25.74,2.38,46.05,17.1,Wrought Iron,1.66,7.98
12.07,6.78,28.66,1.21,52.53,1,Wrought Iron,2.82,1.12
12.15,6.96,28.44,1.09,52.5,3.6,Wrought Iron,2.92,4.24
12.23,7.01,28.65,1.11,52.68,5.4,Wrought Iron,3.04,5.4
11.96,7,28.57,1.23,52.39,7.7,Wrought Iron,3.14,6.69
12.16,6.97,28.66,1.21,52.58,9.6,Wrought Iron,3.11,9.44
12.14,7.01,28.68,1.12,52.5,11.7,Wrought Iron,2.86,9.72
6.86,7.3,37.68,2.14,44.74,2.2,Wrought Iron,2.9,1.77
6.75,7.21,37.38,1.94,44.88,4.1,Wrought Iron,3.05,3.57
6.81,7.46,37.56,1.99,44.97,5.9,Wrought Iron,2.95,3.54
6.98,7.37,37.39,2.15,44.9,7.9,Wrought Iron,2.98,3.72
6.93,7.36,37.74,2.19,44.87,12.1,Wrought Iron,2.94,6.43
6.77,7.24,37.56,2.16,44.91,17.6,Wrought Iron,2.8,8.15
178.16,4.89,29.26,18.09,46.18,1.9,Wrought Iron,3.08,1.56
178.01,4.78,28.95,18.23,46.01,3.9,Wrought Iron,3,3.54
177.87,4.64,29.2,18.18,46.21,6.2,Wrought Iron,2.94,3.69
178,4.74,29.05,18.23,46.15,8,Wrought Iron,2.97,3.82
177.91,4.72,28.93,18.36,46.11,11.9,Wrought Iron,2.95,3.22
177.82,4.84,29.08,18.27,46.06,17.6,Wrought Iron,3.03,4.74
66.69,5.66,22.31,7.03,17.67,1.2,Wrought Iron,2.99,1.16
66.73,5.45,22.16,7.09,17.73,3.9,Wrought Iron,3.04,3.77
67,5.55,22.28,6.92,17.73,6,Wrought Iron,2.97,4.82
66.83,5.62,22.18,7.13,17.72,8.1,Wrought Iron,2.92,5.57
66.87,5.54,22.21,7.01,17.64,11.9,Wrought Iron,3.01,7.08
13.28,6.94,28.97,4.85,35.81,1.8,Wrought Iron,2.99,0.99
13.09,7.06,28.92,4.92,35.84,4.1,Wrought Iron,3.08,2.17
13.03,6.93,28.95,4.81,35.75,6.2,Wrought Iron,3.01,4.85
13.01,7.06,28.79,4.73,35.92,8.2,Wrought Iron,3,5.34
13.12,6.95,28.92,4.86,35.77,12.2,Wrought Iron,3.01,6.39
13.21,6.97,28.97,5.03,35.71,17.6,Wrought Iron,3.07,9.58
430.81,5.95,12.25,40.65,7.11,2,Wrought Iron,3,0.23
431.07,5.95,12.16,40.57,7.2,4.2,Wrought Iron,3.13,0.64
431.13,5.67,12.42,40.68,7.4,6.3,Wrought Iron,2.97,0.57
430.98,5.94,12.22,40.56,7.08,8,Wrought Iron,2.94,1.11
431.09,5.91,11.99,40.7,7.19,12.1,Wrought Iron,2.91,1.02
431.09,5.95,12.22,40.7,7.24,17.7,Wrought Iron,2.88,2.08
21.19,4.38,34.13,3.79,63.71,1,Wrought Iron,2.83,0.64
21.22,4.37,34.29,3.67,63.59,3.4,Wrought Iron,3.09,2.79
21.32,4.39,34.16,3.69,63.47,7.7,Wrought Iron,3.11,4.04
21.19,4.26,34.36,3.62,63.77,11.3,Wrought Iron,2.84,4.89
21.09,4.35,34.38,3.72,63.72,17,Wrought Iron,3.1,5.44
3.5,7.72,37.02,8.65,70.13,1.2,Wrought Iron,3.09,0.71
3.28,7.58,36.97,8.72,70.27,3.8,Wrought Iron,2.97,1.45
